time,id,r_in,r_out
2024-10-12 15:39:10.411033,752292040,76.50749606185447,347.74291089148556
2024-10-12 15:39:10.411033,752290048,11.652570503981464,70.35249958548293
2024-10-12 15:39:10.411033,752290440,36.18283054900191,64.84981840659405
2024-10-12 15:39:10.411033,752290493,6.930278797117567,117.42411087595042
2024-10-12 15:39:10.411033,752290178,61.818294470269656,498.7005164941413
2024-10-12 15:39:10.411033,752290271,93.31641131098034,465.52499882118803
2024-10-12 15:39:10.411033,752290262,27.467445266433767,146.1673487705473
2024-10-12 15:39:10.411033,752290456,18.516856707511003,113.0351875966989
2024-10-12 15:39:10.411033,752290206,247.4090484373824,909.1342285579133
2024-10-12 15:39:10.411033,752291527,48.902570052531225,450.5153563098791
2024-10-12 15:39:10.411033,752290214,110.99834146493657,406.75277301307364
2024-10-12 15:39:10.411033,752290475,71.28077523413023,638.3820124806995
2024-10-12 15:39:20.411033,752292040,25.185558070210796,986.9079588388432
2024-10-12 15:39:20.411033,752290048,24.90443983671389,404.079219276964
2024-10-12 15:39:20.411033,752290440,47.053556816225,274.93100372424584
2024-10-12 15:39:20.411033,752290493,15.418664421501104,306.79983631553716
2024-10-12 15:39:20.411033,752290178,55.967603241242,266.83932531050505
2024-10-12 15:39:20.411033,752290271,132.35047010078088,1167.65508934761
2024-10-12 15:39:20.411033,752290262,61.55723578784877,229.49342629190107
2024-10-12 15:39:20.411033,752290456,54.14739298271526,353.23925931109204
2024-10-12 15:39:20.411033,752290206,50.313318565229395,486.9487371307602
2024-10-12 15:39:20.411033,752291527,55.342639677475624,268.7367956847168
2024-10-12 15:39:20.411033,752290214,10.621736239832238,225.5833891155235
2024-10-12 15:39:20.411033,752290475,29.30595061390369,338.0274746644499
2024-10-12 15:39:30.411033,752292040,68.84949383134011,520.753418205095
2024-10-12 15:39:30.411033,752290048,50.632383876139386,409.4075320884915
2024-10-12 15:39:30.411033,752290440,75.87447327487206,542.3497089510323
2024-10-12 15:39:30.411033,752290493,33.93425955958708,270.5911631259052
2024-10-12 15:39:30.411033,752290178,52.206356178651426,293.33436440409736
2024-10-12 15:39:30.411033,752290271,23.377180848185183,230.07023431015836
2024-10-12 15:39:30.411033,752290262,20.412190140120657,510.7001640629277
2024-10-12 15:39:30.411033,752290456,7.175344072124234,845.3797466708626
2024-10-12 15:39:30.411033,752290206,14.980581903599306,456.98830736527935
2024-10-12 15:39:30.411033,752291527,41.56718742348683,385.3846626096799
2024-10-12 15:39:30.411033,752290214,37.345279828572906,221.60721814271457
2024-10-12 15:39:30.411033,752290475,63.66814876479556,1177.3874549639772
2024-10-12 15:39:40.411033,752292040,66.9932241286354,142.3972268947335
2024-10-12 15:39:40.411033,752290048,147.8120863075822,852.085436171766
2024-10-12 15:39:40.411033,752290440,35.305213080969274,559.2660060050217
2024-10-12 15:39:40.411033,752290493,64.05930825927439,258.15129785239736
2024-10-12 15:39:40.411033,752290178,48.84231461398645,316.02480389318004
2024-10-12 15:39:40.411033,752290271,18.42254199275489,836.7084543819269
2024-10-12 15:39:40.411033,752290262,30.292038087214188,336.32461191490336
2024-10-12 15:39:40.411033,752290456,6.415153548895311,438.280228842302
2024-10-12 15:39:40.411033,752290206,28.510378750617935,448.57120629543334
2024-10-12 15:39:40.411033,752291527,43.97225047388717,252.9761579014659
2024-10-12 15:39:40.411033,752290214,55.250761626674844,225.6713262270684
2024-10-12 15:39:40.411033,752290475,89.37474151421867,385.187234868371
2024-10-12 15:39:50.411033,752292040,17.949678527005446,267.09803664812785
2024-10-12 15:39:50.411033,752290048,31.545290130913916,134.9509903569647
2024-10-12 15:39:50.411033,752290440,51.47251900150775,990.7231892527478
2024-10-12 15:39:50.411033,752290493,31.41593036752987,260.55323907946183
2024-10-12 15:39:50.411033,752290178,64.93055883267238,1052.9075114917198
2024-10-12 15:39:50.411033,752290271,57.33244782425362,133.32165326817324
2024-10-12 15:39:50.411033,752290262,3.676654556314642,200.8495187526797
2024-10-12 15:39:50.411033,752290456,5.666190418387129,164.71364665367818
2024-10-12 15:39:50.411033,752290206,53.440822976250196,607.0372797819625
2024-10-12 15:39:50.411033,752291527,33.68843450623034,163.09454198843022
2024-10-12 15:39:50.411033,752290214,79.06241754632077,801.7470267395507
2024-10-12 15:39:50.411033,752290475,31.661132983216064,240.88227776823342
2024-10-12 15:40:00.411033,752292040,48.12906604870805,145.34880395083474
2024-10-12 15:40:00.411033,752290048,61.15555775291103,669.479026633215
2024-10-12 15:40:00.411033,752290440,62.5077114964073,361.38976481931047
2024-10-12 15:40:00.411033,752290493,69.23871624467823,379.6142888269164
2024-10-12 15:40:00.411033,752290178,30.489918132235083,210.02140954940313
2024-10-12 15:40:00.411033,752290271,20.4444837934869,636.8789448800522
2024-10-12 15:40:00.411033,752290262,31.792164806366838,317.41056863335365
2024-10-12 15:40:00.411033,752290456,48.0823417582191,388.41045001358924
2024-10-12 15:40:00.411033,752290206,59.2079411336955,570.2386371520128
2024-10-12 15:40:00.411033,752291527,75.86504764165527,394.7537599685409
2024-10-12 15:40:00.411033,752290214,75.66641622505179,675.2094515628548
2024-10-12 15:40:00.411033,752290475,17.587657569543023,320.88713863035434
2024-10-12 15:40:10.411033,752292040,15.590795980007819,149.41897712232316
2024-10-12 15:40:10.411033,752290048,40.90199743054855,423.2651841918692
2024-10-12 15:40:10.411033,752290440,45.253689740244404,270.82968616194125
2024-10-12 15:40:10.411033,752290493,36.64703610827298,305.31574866670485
2024-10-12 15:40:10.411033,752290178,75.76420909117735,258.3388175773545
2024-10-12 15:40:10.411033,752290271,127.75366529257852,732.9168777194661
2024-10-12 15:40:10.411033,752290262,101.99768463992469,649.0710341978205
2024-10-12 15:40:10.411033,752290456,26.828024127998155,219.83836461061418
2024-10-12 15:40:10.411033,752290206,163.03111460456674,625.8556794535368
2024-10-12 15:40:10.411033,752291527,40.418698461815026,454.2303645595037
2024-10-12 15:40:10.411033,752290214,27.757868125728734,330.55989235999516
2024-10-12 15:40:10.411033,752290475,84.47474650816147,599.0925680356163
2024-10-12 15:40:20.411033,752292040,13.698592448370452,233.74824386329618
2024-10-12 15:40:20.411033,752290048,21.515280615972607,379.43785116149104
2024-10-12 15:40:20.411033,752290440,52.36877097789038,198.48219472362604
2024-10-12 15:40:20.411033,752290493,44.96989667692372,269.87568819843386
2024-10-12 15:40:20.411033,752290178,65.14213854898846,273.6359259641058
2024-10-12 15:40:20.411033,752290271,21.565678404179394,891.677055194081
2024-10-12 15:40:20.411033,752290262,107.74852998250508,678.7324487674022
2024-10-12 15:40:20.411033,752290456,140.57948344946502,517.6482684321105
2024-10-12 15:40:20.411033,752290206,66.08741151282051,277.8136894313327
