time,id,r_in,r_out
2024-10-12 15:40:20.411033,752291527,30.91999341627252,395.0081051180535
2024-10-12 15:40:20.411033,752290214,32.74087801653768,463.2949829778982
2024-10-12 15:40:20.411033,752290475,52.66456945582024,331.40834946615496
2024-10-12 15:40:30.411033,752292040,62.02807347058217,612.6390652168241
2024-10-12 15:40:30.411033,752290048,13.711534556349248,153.86940346758337
2024-10-12 15:40:30.411033,752290440,66.4845039671514,175.88493448289256
2024-10-12 15:40:30.411033,752290493,49.96421075369669,278.79205037652605
2024-10-12 15:40:30.411033,752290178,19.41551185313583,328.1115319089692
2024-10-12 15:40:30.411033,752290271,52.185491169319114,1493.3721125089214
2024-10-12 15:40:30.411033,752290262,58.809753206580055,318.2912414017389
2024-10-12 15:40:30.411033,752290456,49.78493645639404,340.83412158602465
2024-10-12 15:40:30.411033,752290206,87.12867549215648,596.9646567425162
2024-10-12 15:40:30.411033,752291527,33.65618607729207,371.5223440139644
2024-10-12 15:40:30.411033,752290214,39.49718580538969,230.23841200411533
2024-10-12 15:40:30.411033,752290475,19.030526566818107,139.77351401990603
2024-10-12 15:40:40.411033,752292040,25.826502727788235,236.84311446478304
2024-10-12 15:40:40.411033,752290048,51.35518640729475,239.18866951341286
2024-10-12 15:40:40.411033,752290440,26.723227582768903,440.47949012013487
2024-10-12 15:40:40.411033,752290493,103.08305287405803,411.68345984783366
2024-10-12 15:40:40.411033,752290178,34.524517686680454,189.11754765251254
2024-10-12 15:40:40.411033,752290271,29.08476544186278,178.43695887493408
2024-10-12 15:40:40.411033,752290262,27.66994599185628,584.4399965192993
2024-10-12 15:40:40.411033,752290456,30.66038213080173,399.97520417508434
2024-10-12 15:40:40.411033,752290206,38.346848961212025,491.05404802497065
2024-10-12 15:40:40.411033,752291527,86.78113543408034,596.6722001229291
2024-10-12 15:40:40.411033,752290214,97.66802044547848,630.3955263254574
2024-10-12 15:40:40.411033,752290475,66.83935490186525,908.7846903948433
2024-10-12 15:40:50.411033,752292040,29.238885414726017,237.4450368202759
2024-10-12 15:40:50.411033,752290048,49.36220879494938,561.0451222418907
2024-10-12 15:40:50.411033,752290440,29.350128740231835,188.05131224166485
2024-10-12 15:40:50.411033,752290493,82.89970017188246,348.7244991364382
2024-10-12 15:40:50.411033,752290178,43.25684116692344,295.5580962753327
2024-10-12 15:40:50.411033,752290271,31.55896038105618,155.80112271621556
2024-10-12 15:40:50.411033,752290262,216.43546124499426,945.1129116355186
2024-10-12 15:40:50.411033,752290456,143.10245461929873,413.43838073725505
2024-10-12 15:40:50.411033,752290206,266.98821722704815,571.3532721539534
2024-10-12 15:40:50.411033,752291527,117.48638439599092,438.2240603362105
2024-10-12 15:40:50.411033,752290214,59.77604707102416,236.88910880513797
2024-10-12 15:40:50.411033,752290475,84.89233383606525,569.795395369682
2024-10-12 15:41:00.411033,752292040,110.53947422128418,695.8262049379482
2024-10-12 15:41:00.411033,752290048,82.86814468316022,504.971588560768
2024-10-12 15:41:00.411033,752290440,45.050799282048125,244.70956581470358
2024-10-12 15:41:00.411033,752290493,26.331584929429187,376.8884391882295
2024-10-12 15:41:00.411033,752290178,35.45865984828831,190.39985188974453
2024-10-12 15:41:00.411033,752290271,97.82236555984174,642.6550452101366
2024-10-12 15:41:00.411033,752290262,99.17308092306243,532.1370176450787
2024-10-12 15:41:00.411033,752290456,72.72724462257713,429.9156563158952
2024-10-12 15:41:00.411033,752290206,91.19143889257842,458.65807134582366
2024-10-12 15:41:00.411033,752291527,13.142076920243925,395.1060611728967
2024-10-12 15:41:00.411033,752290214,23.4455318545019,391.4552435956533
2024-10-12 15:41:00.411033,752290475,44.31781913913729,499.96422543227123
2024-10-12 15:41:10.411033,752292040,48.34880017394671,1096.8771729840387
2024-10-12 15:41:10.411033,752290048,24.51985748337751,556.4479729991936
2024-10-12 15:41:10.411033,752290440,49.33665392095384,360.8177615738089
2024-10-12 15:41:10.411033,752290493,66.18779264969179,408.08098771672246
2024-10-12 15:41:10.411033,752290178,12.990986504691982,252.96963438038208
2024-10-12 15:41:10.411033,752290271,47.3514932866641,400.9284189838453
2024-10-12 15:41:10.411033,752290262,44.36662977304494,587.560381819064
2024-10-12 15:41:10.411033,752290456,37.2243420576813,364.5946234268277
2024-10-12 15:41:10.411033,752290206,43.38199963035706,565.4297454596175
2024-10-12 15:41:10.411033,752291527,62.292130631438795,397.532096045566
2024-10-12 15:41:10.411033,752290214,54.84907927704629,1217.0103232429567
2024-10-12 15:41:10.411033,752290475,47.1514863743215,318.9979452140426
2024-10-12 15:41:20.411033,752292040,67.10409086078302,750.7140126362433
2024-10-12 15:41:20.411033,752290048,65.32785754082452,379.91229608762285
2024-10-12 15:41:20.411033,752290440,43.88602938188312,1048.9632822764422
2024-10-12 15:41:20.411033,752290493,41.350152135452426,277.63066433206563
2024-10-12 15:41:20.411033,752290178,53.97610134418675,275.24319301501805
2024-10-12 15:41:20.411033,752290271,24.03160326172199,160.09740543053866
2024-10-12 15:41:20.411033,752290262,19.609739489205488,523.6843452778897
2024-10-12 15:41:20.411033,752290456,39.30593096839048,438.04053214835966
2024-10-12 15:41:20.411033,752290206,21.878780131048106,455.4026311225187
2024-10-12 15:41:20.411033,752291527,5.940868409950337,394.9608049632518
2024-10-12 15:41:20.411033,752290214,31.760646486431856,271.16962597542624
2024-10-12 15:41:20.411033,752290475,51.99068249339648,981.6593213762167
2024-10-12 15:41:30.411033,752292040,62.48824232752268,335.8045197926727
2024-10-12 15:41:30.411033,752290048,134.20140288405346,960.8706402258621
2024-10-12 15:41:30.411033,752290440,74.19570528729432,452.08430272697666
2024-10-12 15:41:30.411033,752290493,45.61273841814247,237.0569850637489
2024-10-12 15:41:30.411033,752290178,101.81988492686335,336.7976325051715
2024-10-12 15:41:30.411033,752290271,245.1370059512122,788.4981222151249
2024-10-12 15:41:30.411033,752290262,19.687561731174775,392.5011567711317
2024-10-12 15:41:30.411033,752290456,74.12410468340343,430.7792671118574
2024-10-12 15:41:30.411033,752290206,23.23953752819423,455.36330137709086
2024-10-12 15:41:30.411033,752291527,47.98193499872874,225.06259325870346
2024-10-12 15:41:30.411033,752290214,38.58427156136126,158.1474244417889
2024-10-12 15:41:30.411033,752290475,56.86075949103688,243.71994867909297
2024-10-12 15:41:40.411033,752292040,36.007100466898294,247.85704582139047
2024-10-12 15:41:40.411033,752290048,30.02397493822416,348.54092610261233
2024-10-12 15:41:40.411033,752290440,46.22872658061762,199.37011512877578
2024-10-12 15:41:40.411033,752290493,44.79667074438466,347.2167184346934
2024-10-12 15:41:40.411033,752290178,26.51457243664961,190.38259978192167
2024-10-12 15:41:40.411033,752290271,41.79636012071862,275.92258937058915
2024-10-12 15:41:40.411033,752290262,95.46156427645651,1431.0654611571451
2024-10-12 15:41:40.411033,752290456,114.68888700593239,640.9091165603413
2024-10-12 15:41:40.411033,752290206,32.659338602473944,177.58939916831167
2024-10-12 15:41:40.411033,752291527,8.00952427826685,490.52297281419385
2024-10-12 15:41:40.411033,752290214,38.50907063989861,540.8918937796502
2024-10-12 15:41:40.411033,752290475,67.82284931768754,408.97828440076705
2024-10-12 15:41:50.411033,752292040,85.39735919061627,687.2687582137967
2024-10-12 15:41:50.411033,752290048,72.3755408714973,453.61036753000525
2024-10-12 15:41:50.411033,752290440,87.02042814071491,287.11944563233
2024-10-12 15:41:50.411033,752290493,70.42366814804262,297.68086050973676
2024-10-12 15:41:50.411033,752290178,68.11106310253946,311.39814051083425
2024-10-12 15:41:50.411033,752290271,14.950294902867332,318.4781645551632
2024-10-12 15:41:50.411033,752290262,256.57627459676416,836.3807798431887
2024-10-12 15:41:50.411033,752290456,164.52043286245095,442.1065756254619
2024-10-12 15:41:50.411033,752290206,238.0013243845516,457.0444633655306
2024-10-12 15:41:50.411033,752291527,73.30260254838352,395.592879486661
2024-10-12 15:41:50.411033,752290214,81.41377402713191,364.7570010309733
2024-10-12 15:41:50.411033,752290475,54.79505386340379,651.7656982222263
2024-10-12 15:42:00.411033,752292040,78.55605946818484,339.4679644450806
2024-10-12 15:42:00.411033,752290048,60.04781239852427,646.1152769850303
2024-10-12 15:42:00.411033,752290440,83.53567192552448,364.1337988385636
2024-10-12 15:42:00.411033,752290493,76.36442646577439,285.5988474002777
2024-10-12 15:42:00.411033,752290178,70.02866617083623,342.0664239502462
2024-10-12 15:42:00.411033,752290271,43.41765907881879,221.36445051187712
2024-10-12 15:42:00.411033,752290262,228.40706909256696,748.2016685603448
2024-10-12 15:42:00.411033,752290456,233.1778610392673,519.9025531209908
2024-10-12 15:42:00.411033,752290206,227.1350896537283,459.3570825382355
2024-10-12 15:42:00.411033,752291527,102.94221273103172,396.9906431081403
2024-10-12 15:42:00.411033,752290214,60.296661855406605,341.4481347737219
2024-10-12 15:42:00.411033,752290475,50.61401011582737,714.3084799878733
2024-10-12 15:42:10.411033,752292040,75.94031934779484,420.5748666584661
2024-10-12 15:42:10.411033,752290048,62.39912560262653,445.22582737208904
2024-10-12 15:42:10.411033,752290440,91.54046029740555,230.03678883992728
2024-10-12 15:42:10.411033,752290493,52.572839104169155,278.7622319554165
2024-10-12 15:42:10.411033,752290178,58.982298066846035,287.5607012538184
2024-10-12 15:42:10.411033,752290271,91.57987844136052,803.4946634419397
2024-10-12 15:42:10.411033,752290262,151.87588681271095,526.8356606020369
2024-10-12 15:42:10.411033,752290456,219.41291524423784,449.5073539197509
2024-10-12 15:42:10.411033,752290206,239.65447397785812,538.4823241000513
2024-10-12 15:42:10.411033,752291527,23.580389935826304,395.94034431257916
2024-10-12 15:42:10.411033,752290214,64.5253606606134,347.9178945661566
2024-10-12 15:42:10.411033,752290475,74.11516666954464,247.61094363431937
2024-10-12 15:42:20.411033,752292040,67.1625014065204,345.67074255766767
2024-10-12 15:42:20.411033,752290048,80.76804868228959,642.7098762559505
2024-10-12 15:42:20.411033,752290440,80.07771582987179,305.10398970640625
2024-10-12 15:42:20.411033,752290493,66.768296011403,314.1710967040792
2024-10-12 15:42:20.411033,752290178,64.40682927573235,323.93902578534323
2024-10-12 15:42:20.411033,752290271,23.85572323331526,69.03561377243234
2024-10-12 15:42:20.411033,752290262,209.50993572947218,1098.889980936051
2024-10-12 15:42:20.411033,752290456,253.04176754526108,451.149437396176
2024-10-12 15:42:20.411033,752290206,162.64330624505638,461.38052155939835
2024-10-12 15:42:20.411033,752291527,22.784794660940317,398.1207489808025
2024-10-12 15:42:20.411033,752290214,76.24147243671474,457.11691316102355
2024-10-12 15:42:20.411033,752290475,83.08779337968433,554.7021056421145
