id,latitude,longitude,x,y
0752292383,48.86639,2.32694,6.875,5.406
0752292568,48.87305,2.34028,7.854,6.146
0752292066,48.89111,2.30723,5.427,8.155
0752290050,48.85777,2.35362,8.834,4.447
0752290098,48.88028,2.40305,12.464,6.95
0752290495,48.83722,2.39639,11.975,2.162
0752290092,48.87695,2.37388,10.322,6.58
0752290019,48.85528,2.33166,7.221,4.17
0752291212,48.87194,2.40112,12.322,6.023
0752290135,48.89305,2.33167,7.222,8.371
0752290068,48.87945,2.34305,8.058,6.858
0752290031,48.87028,2.32055,6.405,5.838
0752291145,48.89861,2.38666,11.26,8.989
0752292057,48.82723,2.39,11.506,1.051
0752290005,48.86667,2.39139,11.608,5.437
0752290431,48.85194,2.39389,11.791,3.799
0752290045,48.885,2.36222,9.465,7.475
0752290099,48.87778,2.39194,11.648,6.672
0752290107,48.8925,2.35889,9.221,8.309
0752290038,48.89555,2.32194,6.507,8.649
0752291178,48.87222,2.34778,8.405,6.054
0752291387,48.89889,2.36778,9.874,9.02
0752291166,48.84472,2.39917,12.179,2.996
0752290057,48.86417,2.34305,8.058,5.159
0752290018,48.88305,2.35167,8.691,7.258
0752290079,48.88417,2.32056,6.406,7.383
0752290474,48.87055,2.36833,9.914,5.868
0752290012,48.89167,2.34167,7.956,8.217
0752291954,48.82639,2.46501,17.014,0.957
0752290122,48.85167,2.37555,10.444,3.769
0752290451,48.87639,2.32722,6.895,6.518
0752290344,48.85917,2.33028,7.12,4.603
0752290093,48.88722,2.38333,11.016,7.722
0752290148,48.83167,2.40444,12.566,1.545
0752292393,48.85222,2.33944,7.793,3.83
0752292018,48.84417,2.43972,15.157,2.935
0752291508,48.90139,2.37306,10.262,9.298
0752292138,48.85722,2.35222,8.731,4.386
0942290048,48.83611,2.41278,13.179,2.038
0752292226,48.86445,2.31973,6.345,5.19
0752292369,48.8775,2.29305,4.386,6.641
0752292560,48.82361,2.36555,9.71,0.648
0752292358,48.87611,2.29445,4.489,6.487
0752292571,48.84028,2.2675,2.509,2.502
0752292572,48.85722,2.36166,9.424,4.386
0752292367,48.87806,2.29555,4.569,6.704
0752292562,48.82917,2.32778,6.936,1.267
0752292528,48.85611,2.36694,9.812,4.263
0752292048,48.90055,2.37166,10.159,9.205
0752291146,48.82972,2.40138,12.341,1.328
0752291269,48.89,2.39611,11.954,8.031
0752292513,48.87555,2.3564,9.038,6.424
0752291650,48.88,2.28055,3.468,6.919
0752292517,48.87389,2.34333,8.078,6.24
0752292546,48.85639,2.33527,7.486,4.294
0752292558,48.87667,2.35333,8.813,6.549
0752292450,48.85167,2.32416,6.67,3.769
0752292595,48.85028,2.32389,6.651,3.614
0752292549,48.8725,2.35028,8.589,6.085
0752292526,48.8725,2.35611,9.017,6.085
0752290286,48.84472,2.34027,7.853,2.996
0752290511,48.85139,2.26167,2.081,3.738
0752290219,48.8375,2.35334,8.813,2.193
0752292521,48.85028,2.34778,8.405,3.614
0752290202,48.88028,2.29777,4.732,6.95
0752290139,48.83416,2.32388,6.65,1.822
0752290453,48.86028,2.31612,6.08,4.726
0752291659,48.83334,2.34167,7.956,1.73
0752290063,48.86167,2.30334,5.141,4.881
0752292620,48.84028,2.37972,10.751,2.502
0752290052,48.82611,2.34555,8.241,0.926
0752292417,48.83361,2.38611,11.22,1.76
0752290010,48.86834,2.29694,4.671,5.623
0752292216,48.845,2.37222,10.2,3.027
0752291415,48.85973,2.28555,3.835,4.665
0752292155,48.86028,2.34639,8.303,4.726
0752292096,48.86611,2.33388,7.384,5.375
0752290512,48.84167,2.2875,3.978,2.657
0752292279,48.82972,2.37583,10.465,1.328
0752290089,48.84889,2.30277,5.1,3.46
0752290424,48.88139,2.30417,5.202,7.074
0752292224,48.8675,2.31334,5.876,5.529
0752290042,48.85167,2.26666,2.448,3.769
0752292459,48.88333,2.31416,5.936,7.29
0752290420,48.84806,2.28611,3.876,3.367
0752292021,48.84889,2.39472,11.852,3.46
0752290119,48.84805,2.28112,3.51,3.366
0752291965,48.84583,2.37416,10.342,3.119
0752292032,48.8725,2.32972,7.079,6.085
0752290426,48.85472,2.29223,4.326,4.108
0752290075,48.84666,2.31278,5.835,3.212
0752290013,48.85472,2.30834,5.509,4.108
0752292196,48.85528,2.36,9.302,4.17
0752290466,48.83917,2.27805,3.284,2.379
0752290071,48.84861,2.3575,9.119,3.428
0752292188,48.86278,2.33722,7.63,5.004
0752290081,48.87028,2.29056,4.203,5.838
0752292011,48.86444,2.33001,7.1,5.189
0752292384,48.855,2.34639,8.303,4.139
0752290128,48.85389,2.25611,1.673,4.016
0752292260,48.86639,2.32306,6.59,5.406
0752291377,48.84861,2.34584,8.263,3.428
0752292122,48.84889,2.39694,12.015,3.46
0752290160,48.82639,2.35278,8.772,0.957
0752292213,48.84333,2.37417,10.343,2.841
0752292024,48.86167,2.34722,8.364,4.881
0752290416,48.84167,2.34861,8.466,2.657
0752292023,48.85361,2.36833,9.914,3.985
0752290449,48.87,2.30556,5.304,5.807
0752291453,48.825,2.32889,7.018,0.803
0752292395,48.86361,2.3489,8.487,5.097
0752290458,48.83,2.28778,3.999,1.359
0752292282,48.86611,2.35222,8.731,5.375
0752290464,48.88612,2.29362,4.428,7.6
0752292278,48.87972,2.35611,9.017,6.888
0752291258,48.86223,2.26473,2.306,4.943
0752290490,48.83389,2.36195,9.446,1.792
0752290096,48.82695,2.30778,5.467,1.02
0752291046,48.87055,2.27361,2.958,5.868
0752292124,48.89389,2.34778,8.405,8.464
0752292044,48.88278,2.29805,4.753,7.228
0752291383,48.86083,2.26722,2.489,4.787
0752290427,48.8325,2.28195,3.571,1.637
0752290441,48.84972,2.32694,6.875,3.552
0752290021,48.86444,2.28306,3.652,5.189
0752291393,48.86445,2.30056,4.937,5.19
0752290029,48.84166,2.30167,5.019,2.656
0752290015,48.82639,2.37111,10.118,0.957
0752291215,48.84834,2.24249,0.673,3.398
0752291147,48.88916,2.29638,4.63,7.938
0752291259,48.85611,2.25695,1.735,4.263
0752291275,48.87861,2.28027,3.447,6.765
0752290085,48.835,2.29889,4.815,1.915
0752291368,48.83417,2.31388,5.915,1.823
0752292019,48.86889,2.30889,5.549,5.684
0752292434,48.87195,2.30056,4.937,6.024
0752292022,48.8775,2.28416,3.733,6.641
0752291265,48.84111,2.26444,2.285,2.594
0752292017,48.87583,2.28972,4.141,6.456
0752292014,48.83972,2.33695,7.61,2.44
0752292201,48.84444,2.33945,7.793,2.965
0752292128,48.85305,2.34667,8.324,3.922
0752292277,48.83611,2.25666,1.713,2.038
0752291148,48.87195,2.27362,2.959,6.024
0752292172,48.83111,2.32944,7.058,1.482
0752292271,48.83333,2.33222,7.262,1.729
0752291325,48.82,2.32555,6.772,0.247
0752292270,48.84388,2.32361,6.63,2.902
0752292396,48.85166,2.33138,7.201,3.768
0752292142,48.87583,2.3275,6.916,6.456
0752292214,48.87361,2.32861,6.997,6.209
0752292734,48.87083,2.33223,7.263,5.9
0752292407,48.86028,2.34639,8.303,4.726
0752291267,48.87278,2.305,5.263,6.116
0752291149,48.84223,2.27251,2.877,2.719
0752292220,48.85333,2.36834,9.915,3.953
0752291274,48.86472,2.31194,5.773,5.22
0752291273,48.84139,2.32139,6.467,2.626
0752291293,48.87333,2.29722,4.692,6.178
0752292158,48.86944,2.3525,8.752,5.745
0752292732,48.87583,2.32445,6.692,6.456
0752292144,48.87583,2.32416,6.67,6.456
0752290460,48.84389,2.34556,8.242,2.904
0752291035,48.84306,2.37334,10.282,2.811
0752291045,48.84222,2.26472,2.305,2.718
0752291345,48.85667,2.28555,3.835,4.325
0752291451,48.85639,2.39944,12.199,4.294
0752292223,48.88139,2.35639,9.037,7.074
0752290425,48.8425,2.37223,10.201,2.749
0752290492,48.88972,2.36249,9.485,8.0
0752291042,48.87167,2.285,3.795,5.993
0752292714,48.82944,2.45222,16.075,1.297
0752292156,48.87583,2.35861,9.2,6.456
0752291439,48.84111,2.33862,7.732,2.594
0752292234,48.88138,2.31528,6.018,7.073
0752291412,48.83667,2.38667,11.261,2.101
0752291411,48.88916,2.3475,8.384,7.938
0752291030,48.8625,2.3386,7.731,4.973
0752291483,48.86055,2.35222,8.731,4.756
0752291296,48.86611,2.29999,4.895,5.375
0752292051,48.83028,2.37889,10.69,1.39
0752292632,48.87222,2.3764,10.507,6.054
0752292112,48.87028,2.37112,10.119,5.838
0752292245,48.86722,2.36417,9.609,5.498
0752292252,48.86722,2.36417,9.609,5.498
0752292439,48.84778,2.29389,4.447,3.336
0752292530,48.84694,2.34305,8.058,3.243
0752291448,48.87056,2.38139,10.873,5.869
0752291167,48.86973,2.30694,5.406,5.777
0752291714,48.89472,2.37917,10.71,8.556
0752291399,48.86667,2.38055,10.812,5.437
0752291164,48.84166,2.30778,5.467,2.656
0752291705,48.84805,2.37611,10.486,3.366
0752291536,48.84889,2.27334,2.938,3.46
0752291477,48.89278,2.31694,6.14,8.341
0752291952,48.86417,2.27806,3.285,5.159
0752291171,48.86916,2.33778,7.671,5.714
0752291216,48.86833,2.36916,9.975,5.621
0752292054,48.84694,2.34334,8.079,3.243
0752292204,48.87111,2.325,6.732,5.931
0752291036,48.85361,2.28889,4.08,3.985
0752291944,48.86805,2.33361,7.364,5.59
0752291695,48.85805,2.28112,3.51,4.478
0752290498,48.87445,2.31278,5.835,6.302
0752291460,48.85805,2.38222,10.934,4.478
0752291058,48.87361,2.29749,4.712,6.209
0752292563,48.87166,2.33917,7.773,5.992
0752291413,48.85667,2.31833,6.242,4.325
0752291423,48.845,2.38472,11.118,3.027
0752291290,48.83778,2.31862,6.264,2.224
0752292199,48.87139,2.34445,8.16,5.962
0752291995,48.87195,2.29778,4.733,6.024
0752291471,48.84834,2.36305,9.526,3.398
0752292391,48.85445,2.38583,11.199,4.078
0752292139,48.8725,2.31,5.631,6.085
0752292133,48.87389,2.31416,5.936,6.24
0752292232,48.86166,2.31416,5.936,4.88
0752292356,48.86112,2.37472,10.383,4.82
0752292218,48.84695,2.31667,6.12,3.244
0752291505,48.89305,2.32861,6.997,8.371
0752292068,48.86611,2.36139,9.405,5.375
0752292085,48.87694,2.37139,10.139,6.579
0752291443,48.83806,2.30833,5.508,2.255
0752292134,48.88028,2.30944,5.589,6.95
0752292206,48.88361,2.32778,6.936,7.321
0752292397,48.88222,2.3211,6.446,7.166
0752292408,48.88362,2.33277,7.303,7.322
0752292596,48.8575,2.38055,10.812,4.417
0752292131,48.88723,2.32555,6.772,7.723
0752292247,48.89389,2.31501,5.998,8.464
0752292146,48.86694,2.38306,10.996,5.467
0752292145,48.83889,2.32277,6.568,2.348
0752292073,48.89028,2.31972,6.344,8.063
0752291580,48.88389,2.30195,5.039,7.352
0752292074,48.85639,2.39417,11.812,4.294
0752292148,48.85834,2.39027,11.525,4.511
0752292135,48.87,2.28556,3.836,5.807
0752292149,48.85028,2.34805,8.425,3.614
0752292130,48.84694,2.35167,8.691,3.243
0752292115,48.84584,2.35472,8.915,3.12
0752292229,48.84056,2.35166,8.69,2.533
0752292221,48.84305,2.35195,8.711,2.81
0752292197,48.8625,2.38778,11.343,4.973
0752292209,48.82555,2.3575,9.119,0.864
0752292207,48.84027,2.39499,11.872,2.501
0752292039,48.82834,2.38056,10.812,1.174
0752291218,48.88694,2.34056,7.875,7.691
0752292110,48.85389,2.35749,9.118,4.016
0752292262,48.85167,2.36166,9.424,3.769
0752292097,48.83194,2.31417,5.937,1.575
0752292205,48.82777,2.30584,5.325,1.111
0752292143,48.88805,2.37389,10.322,7.815
0752292141,48.88889,2.39222,11.669,7.908
0752292431,48.85167,2.32723,6.896,3.769
0752292114,48.85695,2.37055,10.077,4.356
0752292076,48.87084,2.36112,9.385,5.901
0752292202,48.8575,2.36834,9.915,4.417
0752292080,48.86111,2.36722,9.833,4.819
0752292132,48.86333,2.36695,9.813,5.065
0752291447,48.87834,2.40834,12.852,6.735
0752291426,48.84917,2.38556,11.18,3.491
0752292153,48.86417,2.30111,4.978,5.159
0752292180,48.86444,2.29361,4.427,5.189
0752292195,48.86305,2.28695,3.938,5.034
0752292089,48.86417,2.27777,3.264,5.159
0752292227,48.85806,2.27416,2.998,4.479
0752292098,48.84111,2.32501,6.733,2.594
0752292150,48.84805,2.32778,6.936,3.366
0752292099,48.85583,2.32584,6.794,4.231
0752292171,48.87889,2.32306,6.59,6.796
0752291565,48.85778,2.30973,5.611,4.448
0752292136,48.87862,2.33777,7.67,6.766
0752292100,48.84861,2.32083,6.426,3.428
0752292250,48.84305,2.31333,5.875,2.81
0752292123,48.84722,2.3075,5.447,3.274
0752292090,48.83555,2.35861,9.2,1.976
0752292159,48.83917,2.36111,9.384,2.379
0752292147,48.84445,2.29361,4.427,2.966
0752292170,48.83695,2.27861,3.325,2.132
0752292091,48.84778,2.26444,2.285,3.336
0752292169,48.845,2.26166,2.081,3.027
0752292168,48.84334,2.25999,1.958,2.842
0752291410,48.86861,2.34972,8.547,5.653
0752291390,48.835,2.30722,5.426,1.915
0752291896,48.84028,2.39416,11.811,2.502
0752291692,48.88889,2.30333,5.141,7.908
0752291588,48.87667,2.28999,4.161,6.549
0752291425,48.86,2.37388,10.322,4.695
0752292359,48.82861,2.32611,6.814,1.204
0752291716,48.88388,2.39362,11.771,7.351
0752292404,48.84888,2.29862,4.795,3.459
0752291645,48.87944,2.35888,9.22,6.857
0752292212,48.85778,2.31027,5.65,4.448
0752292349,48.86138,2.32027,6.385,4.849
0752292176,48.85806,2.32305,6.589,4.479
0752292191,48.88278,2.31,5.631,7.228
0752292157,48.88472,2.29805,4.753,7.444
0752292167,48.81889,2.36,9.302,0.123
0752292185,48.82167,2.36888,9.955,0.433
0752291683,48.88361,2.3125,5.814,7.321
0752291456,48.84861,2.33694,7.609,3.428
0752292200,48.89167,2.32723,6.896,8.217
0752292161,48.89723,2.32862,6.998,8.835
0752291567,48.86611,2.36555,9.71,5.375
0752292060,48.85889,2.32723,6.896,4.572
0752292179,48.8375,2.29639,4.631,2.193
0752292037,48.85222,2.40639,12.709,3.83
0752292162,48.87611,2.34389,8.119,6.487
0752292116,48.875,2.34027,7.853,6.363
0752292211,48.88445,2.33834,7.712,7.414
0752292103,48.8925,2.34472,8.18,8.309
0752292181,48.83555,2.40611,12.689,1.976
0752292182,48.83222,2.3975,12.056,1.606
0752291511,48.87778,2.40472,12.587,6.672
0752291522,48.82583,2.29972,4.876,0.895
0752292259,48.8525,2.40611,12.689,3.861
0752292107,48.84694,2.29528,4.55,3.243
0752292072,48.84639,2.28583,3.856,3.182
0752292104,48.84612,2.27751,3.245,3.152
0752291450,48.87306,2.41223,13.138,6.148
0752292164,48.86444,2.40611,12.689,5.189
0752292225,48.84666,2.27,2.693,3.212
0752292083,48.845,2.26639,2.428,3.027
0752292121,48.84722,2.27306,2.918,3.274
0752292187,48.84834,2.25694,1.734,3.398
0752291569,48.85778,2.37278,10.241,4.448
0752291459,48.89694,2.39,11.506,8.803
0752291468,48.89361,2.30417,5.202,8.433
0752292165,48.86806,2.40139,12.342,5.591
0752292174,48.87166,2.40445,12.567,5.992
0752292105,48.88083,2.37417,10.343,7.012
0752292160,48.87944,2.38861,11.404,6.857
0752292175,48.88194,2.39334,11.751,7.135
0752291574,48.82916,2.37361,10.302,1.266
0752291593,48.87361,2.32028,6.385,6.209
0752292053,48.87945,2.38917,11.445,6.858
0752292436,48.87195,2.35528,8.956,6.024
0752291969,48.845,2.30972,5.61,3.027
0752291577,48.87528,2.33501,7.467,6.394
0752291442,48.86834,2.34083,7.895,5.623
0752292043,48.86611,2.32861,6.997,5.375
0752291503,48.84666,2.37167,10.159,3.212
0752292426,48.88138,2.36416,9.608,7.073
0752291502,48.8725,2.39778,12.077,6.085
0752291962,48.86611,2.31249,5.813,5.375
0752292093,48.86139,2.27306,2.918,4.85
0752291643,48.86889,2.28583,3.856,5.684
0752291515,48.87056,2.32777,6.936,5.869
0752291846,48.88111,2.30972,5.61,7.043
0752292457,48.8575,2.35889,9.221,4.417
0752291704,48.885,2.32834,6.977,7.475
0752291669,48.8375,2.37278,10.241,2.193
0752291671,48.85944,2.30166,5.018,4.633
0752291975,48.87694,2.31028,5.651,6.579
0752292058,48.83222,2.37028,10.057,1.606
0752291537,48.87194,2.28444,3.753,6.023
0752292007,48.82862,2.36334,9.548,1.205
0752291581,48.86028,2.27472,3.04,4.726
0752291514,48.86806,2.32666,6.854,5.591
0752291568,48.85944,2.33639,7.569,4.633
0752292075,48.87694,2.40834,12.852,6.579
0752292531,48.88833,2.32111,6.446,7.846
0752292052,48.84166,2.36278,9.507,2.656
0752291509,48.86333,2.35223,8.732,5.065
0752291943,48.84917,2.30916,5.569,3.491
0752291715,48.84139,2.33222,7.262,2.626
0752292555,48.86722,2.35917,9.241,5.498
0752291530,48.86611,2.40195,12.383,5.375
0752291963,48.8425,2.35194,8.711,2.749
0752291894,48.84195,2.31945,6.325,2.688
0752291976,48.88139,2.32305,6.589,7.074
0752291916,48.82861,2.31528,6.018,1.204
0752292438,48.83417,2.39389,11.791,1.823
0752291566,48.86889,2.39694,12.015,5.684
0752291572,48.855,2.4,12.24,4.139
0752292505,48.85083,2.37861,10.669,3.675
0752291575,48.87889,2.32111,6.446,6.796
0752291926,48.8325,2.30167,5.019,1.637
0752292071,48.84333,2.44501,15.545,2.841
0752291592,48.85333,2.31445,5.957,3.953
0752292382,48.87333,2.29916,4.834,6.178
0752291594,48.84,2.33111,7.181,2.471
0752292208,48.83639,2.34,7.834,2.07
0752291661,48.83416,2.33361,7.364,1.822
0752291993,48.855,2.32027,6.385,4.139
0752291684,48.8425,2.34167,7.956,2.749
0752292070,48.86722,2.34667,8.324,5.498
0752291596,48.8625,2.34805,8.425,4.973
0752291905,48.8775,2.35362,8.834,6.641
0752291961,48.87306,2.36305,9.526,6.148
