time,sinr,cdf
2,1.5973086951412928e-06,0.001658374792703151
2,1.8266370912262814e-06,0.003316749585406302
2,1.9893773035007217e-06,0.004975124378109453
2,2.1292433300078166e-06,0.006633499170812604
2,2.13230875854172e-06,0.008291873963515755
2,2.211425119455273e-06,0.009950248756218905
2,2.4849688025731525e-06,0.011608623548922056
2,2.5176959669939614e-06,0.013266998341625208
2,2.538623268258031e-06,0.014925373134328358
2,2.5964044579485365e-06,0.01658374792703151
2,2.8514047247703465e-06,0.01824212271973466
2,2.9061763974528696e-06,0.01990049751243781
2,3.1036668771629556e-06,0.02155887230514096
2,3.4437204926509787e-06,0.02321724709784411
2,3.4964447244478476e-06,0.024875621890547265
2,3.667677987217685e-06,0.026533996683250415
2,3.856142140104868e-06,0.028192371475953566
2,3.909797833552435e-06,0.029850746268656716
2,3.965092020835652e-06,0.03150912106135987
2,4.943808423049954e-06,0.03316749585406302
2,5.125436562029367e-06,0.03482587064676617
2,5.554990226360286e-06,0.03648424543946932
2,6.168707617933442e-06,0.03814262023217247
2,6.216340465899116e-06,0.03980099502487562
2,6.630038856009524e-06,0.04145936981757877
2,7.256652408583201e-06,0.04311774461028192
2,8.366171272905291e-06,0.04477611940298507
2,8.576376475528543e-06,0.04643449419568822
2,8.760899745519721e-06,0.04809286898839138
2,8.772803236924829e-06,0.04975124378109453
2,8.825869014510245e-06,0.05140961857379768
2,9.065289737026699e-06,0.05306799336650083
2,9.277541442570428e-06,0.05472636815920398
2,9.872738887091265e-06,0.05638474295190713
2,1.019132101626093e-05,0.05804311774461028
2,1.0373527035597131e-05,0.05970149253731343
2,1.0621857431437873e-05,0.06135986733001658
2,1.0850995583104706e-05,0.06301824212271974
2,1.0912121966121737e-05,0.06467661691542288
2,1.131062147941835e-05,0.06633499170812604
2,1.1311358010487869e-05,0.06799336650082918
2,1.1659039531482698e-05,0.06965174129353234
2,1.1716993103665402e-05,0.07131011608623548
2,1.210316625326742e-05,0.07296849087893864
2,1.2409493297279162e-05,0.07462686567164178
2,1.2677925504823003e-05,0.07628524046434494
2,1.283535984154978e-05,0.0779436152570481
2,1.3051552179926689e-05,0.07960199004975124
2,1.3455626737643575e-05,0.0812603648424544
2,1.3835806401581665e-05,0.08291873963515754
2,1.4293971754037638e-05,0.0845771144278607
2,1.4627466574149237e-05,0.08623548922056384
2,1.530254502762398e-05,0.087893864013267
2,1.6452746021551796e-05,0.08955223880597014
2,1.6467544794478014e-05,0.0912106135986733
2,1.712647385040676e-05,0.09286898839137644
2,1.738175751194509e-05,0.0945273631840796
2,1.768514872905553e-05,0.09618573797678276
2,1.7875133598718803e-05,0.0978441127694859
2,1.7953220351047747e-05,0.09950248756218906
2,1.8140427012126256e-05,0.1011608623548922
2,1.8401986411466074e-05,0.10281923714759536
